"Dealer Name","Contact Person","Address","City","State","Contact 1","Contact 2","Email"
"AM Honda","Suresh Babu","""AM Honda mukkam Road, Near Bridge,AREECODE Malappuram DT.Kerala,India""  673639","AREEKODE","Kerala","8594020066","9895979004","bm.acd@amhonda.in"
"Aditya Honda","Mr. Kk Abdulla","Diamond Plaza Building, Kannur Road, Nadakkavu Po , Kannur Road, Calicut 673011","Calicut","Kerala","","9381262800","adithyahondaclt@gmail.com"
"Aditya Honda","Mr. K.K. Abdulla","20/312,313,N.C. Building,Kallai Po,Calicut 673003","Calicut","Kerala","","9387262800","adithyahondaclt@gmail.com"
"Aditya Honda","Mr. K.K. Abdulla","1/654 Lto R, Aminas Arcade, Augustimuzhi Junction,Calicut (Mikkam) 673602","Calicut","Kerala","","9387262800","adithyahondaclt@gmail.com"
"Haizem Honda","Mohammed Ali","Vattoli Bazaar,Arapeedika,Balussery,673 612,Calicut District,Kerala 673612","Calicut","Kerala","","7025959595/ 8943333575","haizemhonda@gmail.com"
"Infinity Honda","Rajeev Nair","Opp To Ioc Petrol Bunk, Thikkodi, Payyoli-673529 673529","Calicut","Kerala","","9207741878","infinitythikkodi@gmail.com"
"Ktc Honda","Mr. Nidhish P.V.","Ktc Motors,  Opp. Keerthi Mudra Theatre, Vadakara, Calicut-673101 673101","Calicut","Kerala","","9847008615","saleshonda@ktcgroup.com"
"Ktc Honda","Mr. Nidhish P.V.","Ktc Motors, Diya Building, Kollam P.O, Koyilandy, Calicut 673307","Calicut","Kerala","","9847008615","saleshonda@ktcgroup.com"
"Ktc Honda","Mr. Nidhish P.V","Ymca Road, Calicut, 673001","Calicut","Kerala","","9847016699","pvn@ktcgroup.com"
"National Honda","C.T.Pocker","Kalloth Building , Kaithakkal, Perambra, Calicut - 673525 673525","Calicut","Kerala","","9539589655","nationalmotorsperambra@gmail.com"
"Nikkoy Honda","Mr. Rinu Hyder","27/1158E, Mini Bye Pass Road, Puthiyara 673004","Calicut","Kerala","","9895177177","hyderrm@gmail.com"
"Nooran Honda","Badre Dariz","Cheruvnoor, Kundayithode, Cheruvanoor- 673655 673655","Calicut","Kerala","","8086776600","nooranhonda@gmail.com"
"Uniride Honda","Krishna Prasad","Uniride Honda, Manthadam,  Alamkode post, Changaramkulam, Malappuram  679585","Changaramkulam","Kerala","9633122077","7593955000","uniridehonda@gmail.com"
"AM Honda","Suresh Babu",""" AM Honda Opp SBI Bank, Calicut Road Tazhe Chelari, Chelari, Malppuram DT, Kerala 676317","Chelari","Kerala","8943429999","9895979004","amhondachelari@gmail.com"
"AM Honda","Suresh Babu","""AM Honda Near Darul Huda,Calicut Road,Chemmad Malappuram DT.Kerala,India""  676306","Chemmad","Kerala","9745118866","9895979004","bm.cmd@amhonda.in"
"AM Wings Honda","Sunil Kumar","AM Wings Honda,Pattani Tower ,Pattambi Road,Manjakkal,Cherpulassery 679503","Cherpulassery","Kerala","8086661185","8086661185","amwingscpy@gmail.com"
"ATS Honda","Santosh A","Survey No 325/8, D.No - 16/314 A - Desom Road,Chengamand Panchayath,Aluva  683108","Cochin","Kerala","4842980399","9846055600","aksanthosh2012@gmail.com"
"EVM Honda","Sabu Johny","Metro Pillar # 845,SA Road Vyttila 682019","Cochin","Kerala","4844013019","9567233355","mail@evmhonda.com"
"AM Honda","Suresh Babu","""AM Honda Opp.Darul Uloom Arabic. College, Calicut Road. Vazhakkad Malappuram DT.Kerala,India""  673640","EDAVANNAPPARA","Kerala","8594010066","9895979004","bm.edpra@amhonda.in"
"Muthoot Honda","Mr. Thomas Muthoot","35/177A, Near Kseb Office,Ernakulam-Aluva Road  Palarivattom, Cochin 682025","Ernakulam","Kerala","","9447481455","sales@muthoothonda.com"
"Muthoot Honda","Mr. Thomas Muthoot","Muthoot Motors(Cochin),Kolenchery,Door No:5/570,Opp.Indian Oil Pump,Nh 49,Kolenchery 682311","Ernakulam","Kerala","","9895544455","sales@muthoothonda.com"
"Muthoot Honda","Mr. Thomas Muthoot","Muthoot Motors(Cochin),Thodupuzha,Aniyaveetil Building,Vengallor P.O,Thodupuzha 682020","Ernakulam","Kerala","","9895544455","sales@muthoothonda.com"
"Muthoot Honda","Mr. Thomas Muthoot","Muthoot Motors(Cochin),Thoppumpady,Building No:10/1943 A,B,Karuvelipady Road,Thoppumpady 682005","Ernakulam","Kerala","","9895544455","sales@muthoothonda.com"
"Vayalat Honda","Mr. Joseph Vayalat","Xvi/203-B, Vayalat Honda, Near Pettah Bridge, Pettah, Thrippunithura 682301","Ernakulam","Kerala","","9847040005","vayalatvtj@gmail.com"
"EVM Honda","Sabu Johny","Opp Jama-Ath Residential Public School Padamugal Kakkanad  682021","Kakkanad","Kerala","4844020208","9895270807","bhkkd@evmhonda.com"
"Aryabhangy Honda","Praveen Francis","AryabhangyHonda, Matoor Jn., Kalady 683574","Kalady","Kerala","9249455539","8943352009","aryabhangyhondakalady@gmail.com"
"Cannanore Honda","Mr. Vikram Valsraj","Pallikkulam , Kannur 670011","Kannur","Kerala","0497-2776650","9539010099","mail@canhonda.com"
"Cannanore Honda","Mr.Vikram Valsraj","Cannanore Automotive Co,Kingdom Tower,Sreekandapuram Road,Manna,Taliparamba,670141 670141","Kannur","Kerala","","8111885478","sales@canhonda.com"
"Ceeyem Honda","Ashokan. T","Mokeri, Panoor, Kannur - 670692 670692","Kannur","Kerala","","9446443886","ceeyemhondapanoor@gmail.com"
"Peeyem Honda","Mr. Rajan Pothan","Opp,Mubarak High School,Saidar Palli, Temple Gate Posy,Thalssery-670102 670102","Kannur","Kerala","","9447772080","rajanpothan@pioneermotors.in,  peeyemhondasales@gmail.com"
"Peeyem Honda","Roopesh Kumar","Peeyemhonda , Keezhur, Iritty 670703","Kannur","Kerala","","8281110056","roopesh@pioneermotors.in"
"Peeyem Honda","Mr. Rajan Pothan","Kannothumchal, Kannur 670006","Kannur","Kerala","","9447772080","cnnimpex@gmail.com"
"Peeyem Honda","Mr. Rajan Pothan","Nh-17, Kandoth, Payyannur-670307 670307","Kannur","Kerala","","9447772080","rajanpothan@pioneermotors.in,  peeyemhondasales@gmail.com"
"R J Honda","Janeesh","Nellunni, Mattanur - 670702 670702","Kannur","Kerala","","9447655370","rjmotorsmtr@gmail.com"
"S.B Honda","Sijoy Joseph","S.B Honda,Honda Building,Main Road,Cherupuzha,Kannur  670511","Kannur","Kerala","","9847048372","sbhondacherupuzha@gmail.com"
"AM Honda","Suresh Babu","""AM Honda Palakkad Road.Karinkallathani Malappuram DT.Kerala,India""  678554","Karinkallathani","Kerala","7592989999","9895979004","amhondakltn@gmail.com"
"Manees Honda","Rameshan","Jayalakshmi Complex, Railway Station Road, Near Vyaparabhavan, Cheruvathur, Kasaragod - 671313 671313","Kasaragod","Kerala","","7025227778","maneeshonda@gmail.com"
"Pace Honda","Mr. Rajan P","Adkathbail, Mangalore Road , Kasaragod 671121","Kasaragod","Kerala","04994-224630, 220492","9447772080","cnnimpex@gmail.com"
"Pace Honda","Rajan Pothan","Kanhangad,Opp.Madoth Temple,Kanhnagad South,Kanhangad 671531","Kasaragod","Kerala","","9048990956","pacehonda@yahoo.co.in"
"Pace Honda","Rajan Pothan","Guruvayoorappan Complex,Puthur Road ,Badiadka,Kasaragod 671324","Kasaragod","Kerala","","9048990956","pacehonda@yahoo.co.in"
"Muthoot Honda","Tomy Joseph","Muthoot Honda  Melatu Jems Arcade  Vellayamkudi PO Thodupuzha - Puliyanmala Rd, Kattappana, Kerala 685515","Kattappana","Kerala","04868-251977","9446037149","kattappana@muthoothonda.com"
"Vahini Honda","Johnson Xavier","Building No:1158/256, Poovanpuzha                          Kavanad. Post - Kollam 691003","Kavanad","Kerala","0474-2797830","9847812967","vahinihondakavanadu@gmail.com"
"Shymas Riders Honda","Mr. Arafath Basheer","Kottukulangara, Kayamkulam,Alappuzha 690502","Kayamkulam","Kerala","","9745555065,  8593005551","shymasriders@gmail.com"
"Shymas Riders Honda","Basheer T M","Padinjare Nada, Mc Road, Chengannur 689121","Kayamkulam","Kerala","","9846899877","shymasriders@gmail.com"
"Shymas Riders Honda","Basheer T M","Near Karthikapally Cooperative Agricultural Bank , South Of Danapadi Bridge, Haripad, Alleppey 690514 690514","Kayamkulam","Kerala","","9846899877","shymasriders@gmail.com"
"Shymas Riders Honda","Arafth Basheer","138/6,Kayamkulam Road,Kattanam , Kayamkulam.Alleppey (Dist) - 690503 690503","Kayamkulam","Kerala","","9745553433","arafathb@gmail.com"
"Shymas Riders Honda","Arafath","Shymas Riders Honda Edaythara Buiding Anaparambal Thalavady,Edathua,Alleppey 689573","Kayamkulam","Kerala","","8943830006","Shymashonda@shymas.com"
"Shymas Riders Honda","Arafath Basheer","South Of Mankamkuzhy Junction 690558","Kochalummoodu","Kerala","8593003900","9995814505","shymasriders@gmail.com"
"Nandhil Honda","Dilip Kumar","Near Chemmenthoor High School, Punalur-690035 690035","Kollam","Kerala","","9447430911","nandhilhonda@yahoo.com"
"PANACHAMOOTTIL HONDA","RAJESH R","MUSALIAR COMPLEX, 2ND MILESTONE, KILIKOLLOR, KOLLAM, KERALA 691004","Kollam","Kerala","0474-2732244","8589983600","salesmanager@panachamoottilhonda.com"
"Panachamoottil Honda","Judas Tellas",""" Panachamoottil Motors, IX/189,190,191 Post Office Junction,Anchalumoodu Thrikkadavoor, Kollam "" 691601","Kollam","Kerala","4742981723","8943344827","anchalumoodu@panachamoottilhonda.com"
"Panchamoottil Honda","Jithin Thomas","Opp. K.S.E.B Substation, Cinema Parambu, Bharanikavu 690520","Kollam","Kerala","","8589983400","sales@panachamoottilhonda.com"
"Panchamoottil Honda","Jithin Thomas","Near Panchayat Office, Pathanapuram 689695","Kollam","Kerala","","8589983400","sales@panachamoottilhonda.com"
"Sunshine Honda","Johnson Abraham","Near East High School, Anchal, Kollam. 691306","Kollam","Kerala","","9447558006/9048 06 6677","Sunshineanchal@gmail.com"
"Vahini Honda","Mr. C.V. Jayachandhran","Sreerama Puram, Kalluvathakkal (P.O), Paripally 691574","Kollam","Kerala","","8281583523","vahinimotors@gmail.com"
"Vahini Honda","Mr. Jalakumar","Pallimukku ,Kollam 691010","Kollam","Kerala","","9447138852","kannanjvahini@gmail.com"
"Vahini Honda","Mr. C.V. Jayachandhran","Puthentheruve, K.S Puram (P.O), Karunagapally  690544","Kollam","Kerala","","8281583523","vahinimotors@gmail.com"
"Zodiac Motors","Muhammed Salam","Zodiac Motors,Alif Plaza,Near Railway Station,Kottarakkara,691506 691506","Kollam","Kerala","","8606873881","ashzodiac@gmail.com"
"AM Honda","Suresh Babu","""AM Honda Kodangad, Calicut Road, Kondotty Malappuram DT.Kerala,India""  673638","Kondotty","Kerala","9995400499","9895979004","bm.kty@amhonda.in"
"EVM Honda","Sabu Johny","OPP.BSNL Office , T.B.Junction, Koothattukulam  686662","Koothattukulam","Kerala","4852253999","8138900521","bhktklm@evmhonda.com"
"EVM Honda","Sabu Johny","EVM Avenue, College Junction, Thankalam Bypass Kothamangalam  686691","Kothamanagalam","Kerala","4852823592","9895033470","bhkglm@evmhonda.com"
"Eros Two Wheelers","Shomy George","Valiyakavala,Vaikom-686141 686141","Kottayam","Kerala","","9447045678","eros2wheelers@gmail.com"
"Jay Jay Honda","Shantin San","Survey No. 310/2-1 & 310/2-2, Nattassery Kara, Vijayapuram Village,15/71-A/B/C, Kalathipady, Kottayam, Kerala, 686010","Kottayam","Kerala","04812-950950","9497323290","Mamparampilhonda@gmail.com"
"Ps Honda","Biju K Kesavan","Ps Plaza, Near Kseb,Karukachal,Kottayam  686540","Kottayam","Kerala","","9961356388 / 9744089888","psbijukk2008@gmail.com"
"Purackal Honda","Mr. Jojo Abraham","Purackal Arcade, Manippuzha,Nattakom P.O. Kottayam 686013","Kottayam","Kerala","0481-2361003/4","7511168666","salesmanagerpurackalhonda@gmail.com"
"Purackal Honda","Mr. George Jacob","Purackal Honda , Purackal Villa , Ac Road , Perunnai , Changanacherry  686101","Kottayam","Kerala","","9847056202","geeyespurackalktm@yahoo.com"
"Purackal Honda","Mr. George Jacob","Purackal Honda  , Kalathupullattu Bldg , Mutholy Junction , Puliyanoor  P O  Pala - 686573 686573","Kottayam","Kerala","","9847056202","geeyespurackalktm@yahoo.com"
"Purackal Honda","Mr. George Jacob","Purackal Honda , Pmn Towers , Near Fire Station , K K Road  , Kanjirappally - 686507 686507","Kottayam","Kerala","","9847056202","geeyespurackalktm@yahoo.com"
"Purackal Honda","Mr.Sebic Joseph","Sy.No:238/6A,238,6B , Pala Road , Ettumanoor, Kottayam 686631","Kottayam","Kerala","","8606918654","purackalhondaetmnr@yahoo.com"
"A.M.Honda","Mr. Jamsheed Jashir","Viii/294 A & B , Calicut Road Angadippuram, Perinthalmanna 679321","Malappuram","Kerala","","9995933333","jashirkm@gmail.com"
"A.M.Honda","Mr. A Mohhamad Iqbal","Am Honda Payyanangadi, Kottakal Road, Tirur, Malappuram Dist,Kerala,Pin - 676101 676101","Malappuram","Kerala","","9895676439","amhondareports@yahoo.com"
"High Speed Honda","Salam","Kalasagar Junction, Edakkara, Malappuram- 679331 679331","Malappuram","Kerala","","9645000070","highspeedmotors1@gmail.com"
"Oryx Honda","Sabir","Oryx Honda, Puzhambram, Biyyam P.O, Ponnani, Malappuram - 679576 679576","Malappuram","Kerala","","9995184699","oryxhonda@gmail.com"
"Pvs Honda","Shaju  Thomas","Nilambur Road, Wandoor,Malappuram 679328","Malappuram","Kerala","","8086466603","pvshondawandoor@gmail.Com"
"Uniride Honda","Mr. Babu","Cholakkal Tower,Kizhakkethal Junction, Down Hill Post 676519","Malappuram","Kerala","0483-2735598","9633122077","uniridehonda@gmail.com"
"Uniride Honda","Shamsudheen. K .M","Royal Building,Calicut Road, Edappal-679576 679576","Malappuram","Kerala","","9447227222","ceo@uniridehonda.com"
"Uniride Honda","Shamsudheen. K .M","Cng Road, Vadapuram Junction, Nilambur-676542 676542","Malappuram","Kerala","","9447227222","ceo@uniridehonda.com"
"Uniride Honda","Shamsudheen. K .M","Nh-17, Parambilangadi, Kottakkal-676503 676503","Malappuram","Kerala","","9447227222","ceo@uniridehonda.com"
"AM Honda","Suresh Babu","""AM Honda Calicut By pass Road Manjeri Malappuram DT.Kerala,India"" 676121","Manjeri","Kerala","9995666222","9895979004","bm.mji@amhonda.in"
"EVM Honda","Sabu Johny","Opp. SBI,Maradu P.O,Maradu 682304","Maradu","Kerala","8138900504","8138900522","bhmrd@evmhonda.com"
"EVM Honda","Sabu Johny","Pallithazham-Nadakkavu Road Mulanthuruthy 682314","Mulanthuruthy","Kerala","4842744753","9895759500","bhmlty@evmhonda.com"
"EVM Honda","Sabu Johny","Near Kurianmala Junction Market PO, Kadathy,Muvattupuzha 686673","Muvattupuzha","Kerala","4852812616","9895010005","bhmvpa@evmhonda.com"
"A M Wings Honda","Mr. Mohammed Fayyas","26/700 Surya Platinum Nurani 678004","Palakkad","Kerala","","9995222111","contact@amwingshonda.com"
"A M Wings Honda","Mr.Jamsheed Km","Am Wings Honda Ottapalam , Opp. Kanniyampuram Post Office, Pattabi Road , Ottapalam  679101","Palakkad","Kerala","","9072661111","contact@amwingshonda.com"
"A.M Wings Honda","Mr. Sudheesh","Am Wings Honda,26/700(1,2,3),Ground Floor Surya Platinum Nurani Road , Palakkad 678582","Palakkad","Kerala","","9539933377/ 8943655655","amwingshonda@gmail.com"
"Anshad Honda","M.Mohammed Mansoor","Nearmangalampalam,Ayakkad.Po,Vadakkenchery,Palakkad 678683","Palakkad","Kerala","","9447091027","Anshadhonda2004@Gmail.Com"
"Ghani Honda","Mr. Afzal Ahmad","Pazhayannur - Palakkad Road, Opp. P.W.D. Rest House,Alathur,Palakkad 678541","Palakkad","Kerala","","9895757932, 9895757933","ghanihonda@gmail.com"
"Ghani Honda","Mr. Afzal Ahamed","Fort Maidan,Kunnathurmedu, Palakkad 678013","Palakkad","Kerala","","9895039003","managing partner@ghanihonda.com"
"Ghani Honda","Mr. Afzal Ahmad","Kalapaka Junction, Melepattambi,Pattambi,Palakkad 679303","Palakkad","Kerala","","9895757932, 9895757933","ghanihonda@gmail.com"
"Saleem Honda","Muhammed Saleem","Saleem Honda,Near Boys High School,Nemmara,Palakkad. 678508","Palakkad","Kerala","","9447253341","hondacornernma@gmail.com"
"AM Honda","Suresh Babu","""AM Honda Near Oravumpuram Bridge,Perinthalmanna Road,Pandikkad Malappuram DT.Kerala,India""  673645","Pandikkad","Kerala","8594030066","9895979004","bm.cmd@amhonda.in"
"AM Honda","Suresh Babu","""AM Honda Tirur Road, Parappanangadi Malappuram DT.Kerala,India""  676303","PARAPPANANGADI","Kerala","7594004422","9895979004","amhparappanangadi@gmail.com"
"Muthoot Honda","Mr. K R Jayakumar","Muthoot Buildings, Near Dist.Stadium, College Road 689645","Pathanamthitta","Kerala","","9447720149","agm.pta@muthoothonda.com"
"Muthoot Honda","Mr. Thomas Muthoot","Muthoot Honda, Muthoot Building,Kottamukal Junction,Adoor 689694","Pathanamthitta","Kerala","","9446001152","pta@muthoothonda.com"
"Muthoot Honda","Mr. Thomas Muthoot","Muthoot Honda,Ligeo Complex,Valliyil Building,New Bypass Road, Angadi P.O,Ranny 689672","Pathanamthitta","Kerala","","9446001152","pta@muthoothonda.com"
"Muthoot Honda","Mr. Thomas Muthoot","Muthoot Honda,Ward -27,Building No -276,Ground Floor,Muthoor P.O,Thiruvalla 686510","Pathanamthitta","Kerala","","9446001152","pta@muthoothonda.com"
"EVM Honda","Sabu Johny","Opposite-KSRTC Bus Depo, Piravom 686664","Piravom","Kerala","4852265661","9895060605","bhpvm@evmhonda.com"
"EVM Honda","Sabu Johny","Evm Honda,Opp Ksrtc  Bus Depot  686664","Piravom","Kerala","","9895060605","bhpvm@evmhonda.com"
"AM Honda","Suresh Babu","""AM Honda Tanur Road Pookayil Bazar Tirur Malappuram DT.Kerala,India"" 676107","Pookayil","Kerala","9072899955","9895979004","bm.pkl@amhonda.in"
"AM Honda","Suresh Babu","""AM Honda,Perinthalmanna Road,Pulamanathole Malappuram DT. Kerala,India""  679323","Pulamanthole","Kerala","858990011","9895979004","bm.plml@amhonda.in"
"Kachery Honda","Yashin.M.S","""NH 766, Dottappankulam Sultan Bathery"" 673592","Sultan Bathery","Kerala","9349444000","9400758593","kacheryhondabathery@gmail.com"
"EVM Honda","Sabu Johny","Near Viswajyothi Engineering College ,Avoli P.o,Vazhakulam 686670","Thrippunithura","Kerala","8129197755","8138912244","bhtpra@evmhonda.com"
"Grace Honda","Tommy Mathew","Grace Honda, 4/57, Sreerama Complex,Nh-47, Amballur,Trissur 680302","Thrissur","Kerala","","9847066224/ 8111942244","hondagracetom@gmail.com"
"Johns Honda","Mr. John Thayyil","Johns Arcade, Guruvayur Road, Ayyanthole P.O, Puzhakkal,Thrissur 680003","Thrissur","Kerala","","9846320000","johnthayyil6@gmail.com"
"Johns Honda","Mr. George Thayyil","Johns Biwheelers, North Junction, Main Road, Chalakkudy 680307","Thrissur","Kerala","","9846320000","johnshonda2@gmail.com"
"Johns Honda","Mr. George Thayyil","Johns Biwheelers, Va Beena Complex, Near Hospital Road Junction, Guruvayur Road, Chavakkad 680506","Thrissur","Kerala","","9846320000","johnshonda2@gmail.com"
"Johns Honda","Mr. George Thayyil","Johns Biwheelers, Orma Palace, Near Christ College Junction, Thrissur Road, Irinjalakuda 680121","Thrissur","Kerala","","9846320000","johnshonda2@gmail.com"
"Srivari Honda","Venkitaachal Gopinath","12/452 Thermadom Building, Main Road, Kuriachira 680006","Thrissur","Kerala","","9446448989","srivarihonda@gmail.com"
"Srivari Honda","Venkitaachal Gopinath","Srivari Honda,Cv Complex,Akamala,Wadakkanchery 680582","Thrissur","Kerala","","9446448989","srivarihonda@gmail.com"
"Srivari Honda","Venkitaachal Gopinath","Calicut Road, Parempadam, Kunnamkulam 680503","Thrissur","Kerala","","9446448989","srivarihonda@gmail.com"
"Srivari Honda","Mr. Venkitachal Gopinath","V/455/15,16, East Fort, Thrissur 680005","Thrissur","Kerala","","9446448989","srivarihonda@gmail.com"
"Srivari Honda","Rahul","Srivari Automotive Pvt Ltd, Thrissur Road, Pazhayannur 680587","Thrissur","Kerala","04884-224689","9645681789","srivarihonda@gmail.com"
"Trichur Honda","Mr. Rajesh George","Main Road, Koorkenchery 680007","Thrissur","Kerala","","9447084494","md@trichurhonda.com"
"AM Honda","Suresh Babu","""AM Honda Payyangadi Tirur Malappuram DT. Kerala,India""  676101","Tirur","Kerala","9895188733","9895979004","bm.tir@amhonda.in"
"A V Motors","Mr Ajith Kumar","Thottakkadu Po, Kallambalam , Trivandrum - 695605 695605","Trivandrum","Kerala","","9961297868","avmhondaklm@gmail.com"
"CBC Honda","Roby Lazer","CBC Motors,Opp.Pump House,Pongumoodu,Medical College.P.O. 695011","Trivandrum","Kerala","0471-2442251","9567394555","inchargepmd@gmail.com"
"Cbc Honda","Mr. Sudheer","Tc 15/148-14 15 /148-15  Opposite Mg College Kesavadasapuram Pattom Po  Trivandrum 695004","Trivandrum","Kerala","0471- 2552548, 0471- 606335","8129363555, 8129374555","sales@cbchonda.com"
"Cbc Honda","Mrs. Kiran","Np 11/900 Block No-26 Thandram Poika Nellanad Villej Venjaramood, Trivandrum 695607 695607","Trivandrum","Kerala","","8129363555","sales@cbchonda.com"
"City Honda","Jibin S.R","City Honda, Kdp Xvii/128-1, Pazhaya Uchakkada P.O, Trivandrum - 695506 695122","Trivandrum","Kerala","","9995191775","hondacitymotors2014@gmail.com"
"Evm Honda","","","Trivandrum","Kerala","","",""
"Evm Honda","Mrs. Divya Paul","Tp Junction Opp Subha Theatre Neyyattinkara 695121","Trivandrum","Kerala","","9895030005","evm.honda@gmail.com"
"Evm Honda","Mrs. Divya Paul","Vazhayila Puravoorkonam Karakulam Po (Kazhakootam) 695581","Trivandrum","Kerala","","9895030005","evm.honda@gmail.com"
"Evm Honda","Mr. Sabu Johny","Neeramankara Jn, Kaimanam P O Trivandrum 695040","Trivandrum","Kerala","0471-2496076, 2496078, 2496079, 2496080","9895030005","evm.honda@gmail.com"
"Marikar Honda","Mr. Zulfiquar Marikar","Mg Road, Statue, Trivandrum 695001","Trivandrum","Kerala","0471-2465878","99470 31238","manager.tvm@marikarhonda.in"
"Marikar Honda","Mr. Zulfiquar Marikar","Marikar (Motors) Ltd., Aleesha Complex,  Valicode, Nedumangad 695541","Trivandrum","Kerala","","97470 69700","bic.ndd@marikarhonda.in"
"Marikar Honda","Mr. Zulfiquar Marikar","Marikar (Motors) Ltd,  Binzi Plaza, Tb Junction, Attingal 695101","Trivandrum","Kerala","","99470 30330","asmatl@marikarhonda.in"
"S D Honda","Mr Siva Kumar","Pgp 16/172B,Near South Indian Bank,Pappala,Kilimanoor -695601,Trivandrum (Dist) 695601","Trivandrum","Kerala","","8606130033","sdkilimanoor@gmail.com"
"AM Honda","Suresh Babu","""AM Honda Calicut Road ,Meempara, Valanchery,Malappuram DT. Kerala,India""  676552","Valanchery","Kerala","8593888991","9895979004","bm.vly@amhonda.in"
"EVM Honda","Sabu Johny","Near Viswajyothi Engineering College ,Avoli P.o,Vazhakulam 686670","Vazhakulam","Kerala","4852260040","9895182998","bhvzklm@evmhonda.com"
"Muthoot Honda","Sajeev V G","Muthoot Honda  Sahodara Nagar Narakkal PO Vypin  682505","Vypin","Kerala","0484 2499355","9656954477","vypin@muthoothonda.com"
"Kachery Honda","Mr. Haroon Fasal","Room No-Km-Iii 222 14,15,Kainatty, Kalpetta North Wayanad 673122","Wayanad","Kerala","","",""
